time(UTC),error,lowalarm,highalarm,"Input 1","-","-","-","-","Input 2","-","-","-","-","Input 3","-","-","-","-","Input 4","-","-","-","-","Input 5","-","-","-","-","Hallway (Degrees F)","Hallway Ave (Degrees F)","Hallway Min (Degrees F)","Hallway Max (Degrees F)","-","Office Vent (Degrees F)","Office Vent Ave (Degrees F)","Office Vent Min (Degrees F)","Office Vent Max (Degrees F)","-","Indoor office temp (Degrees F)","Indoor office temp Ave (Degrees F)","Indoor office temp Min (Degrees F)","Indoor office temp Max (Degrees F)","-","(point 40)","(point 41)"
"2015-07-27 22:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.39,75.37,75.47,75.29,,66.05,71.19,76.22,63.05,,72.99,72.78,73.09,72.47,,0,0
"2015-07-27 22:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.34,75.38,75.48,75.29,,73.74,68.84,76.38,62.52,,72.83,72.85,73.16,72.54,,0,0
"2015-07-27 23:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.36,75.38,75.50,75.30,,63.15,70.37,76.31,62.85,,72.87,72.85,73.17,72.58,,0,0
"2015-07-27 23:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.35,75.35,75.43,75.28,,75.23,69.57,76.36,61.92,,72.66,72.78,73.09,72.46,,0,0
"2015-07-27 23:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.32,75.32,75.42,75.25,,73.81,71.53,76.63,62.84,,72.89,72.79,73.09,72.51,,0,0
"2015-07-27 23:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.33,75.30,75.38,75.21,,74.89,74.29,74.95,73.77,,73.45,73.18,73.66,72.73,,0,0
"2015-07-28 00:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.36,75.30,75.42,75.16,,76.05,75.44,76.13,74.81,,73.96,73.75,74.12,73.35,,0,0
"2015-07-28 00:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.43,75.40,75.51,75.29,,77.14,76.61,77.21,76.01,,74.37,74.16,74.49,73.81,,0,0
"2015-07-28 00:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.40,75.42,75.52,75.33,,77.82,77.50,77.88,77.04,,74.73,74.49,74.77,74.18,,0,0
"2015-07-28 00:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.53,75.49,75.64,75.37,,78.20,78.03,78.33,77.69,,74.75,74.74,74.99,74.48,,0,0
"2015-07-28 01:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.77,75.66,75.84,75.48,,77.78,78.30,78.56,77.77,,75.14,74.98,75.28,74.73,,0,0
"2015-07-28 01:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.00,75.82,76.01,75.68,,76.61,77.08,77.93,76.58,,75.23,75.19,75.43,74.99,,0,0
"2015-07-28 01:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.07,75.96,76.14,75.81,,76.12,76.31,76.68,76.06,,75.40,75.33,75.59,75.16,,0,0
"2015-07-28 01:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.59,76.35,76.68,76.02,,76.16,76.10,76.22,75.98,,75.47,75.47,75.68,75.23,,0,0
"2015-07-28 02:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.00,76.82,77.08,76.54,,75.97,76.06,76.23,75.89,,75.57,75.57,75.74,75.37,,0,0
"2015-07-28 02:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,77.17,77.38,76.95,,75.93,75.93,76.06,75.82,,75.62,75.64,75.84,75.47,,0,0
"2015-07-28 02:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.45,77.40,77.56,77.22,,75.86,75.88,75.99,75.78,,75.68,75.72,75.88,75.56,,0,0
"2015-07-28 02:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.60,77.52,77.71,77.38,,75.83,75.87,75.97,75.79,,75.73,75.77,75.96,75.61,,0,0
"2015-07-28 03:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.66,77.63,77.85,77.44,,75.82,75.85,75.95,75.78,,75.91,75.80,76.02,75.64,,0,0
"2015-07-28 03:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.76,77.72,77.86,77.60,,75.86,75.83,75.95,75.75,,75.83,75.84,76.04,75.68,,0,0
"2015-07-28 03:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.76,77.78,77.92,77.66,,75.82,75.82,75.92,75.74,,75.79,75.86,76.07,75.69,,0,0
"2015-07-28 03:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.59,77.69,77.87,77.50,,75.79,75.81,75.93,75.70,,75.89,75.88,76.07,75.71,,0,0
"2015-07-28 04:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.43,77.53,77.74,77.34,,75.71,75.75,75.86,75.66,,75.83,75.86,76.09,75.69,,0,0
"2015-07-28 04:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.30,77.40,77.60,77.26,,75.66,75.69,75.79,75.57,,75.71,75.83,76.10,75.66,,0,0
"2015-07-28 04:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,77.29,77.45,77.14,,75.59,75.61,75.72,75.51,,75.81,75.80,76.05,75.61,,0,0
"2015-07-28 04:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.12,77.20,77.34,77.06,,75.60,75.55,75.69,75.47,,75.78,75.77,75.95,75.61,,0,0
"2015-07-28 05:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.05,77.10,77.26,76.94,,75.51,75.52,75.62,75.42,,75.68,75.71,75.91,75.52,,0,0
"2015-07-28 05:15:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.96,77.01,77.19,76.92,,75.45,75.49,75.61,75.40,,75.66,75.65,75.86,75.43,,0,0
"2015-07-28 05:30:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.93,76.95,77.08,76.85,,75.46,75.46,75.55,75.37,,75.43,75.59,75.78,75.38,,0,0
"2015-07-28 05:45:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,76.88,,76.76,,75.47,75.48,75.58,75.40,,75.52,75.54,75.73,75.33,,0,0
"2015-07-28 06:00:00",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,76.72,76.81,76.92,76.69,,75.44,75.51,75.59,75.43,,75.56,75.50,75.68,75.28,,0,0
